Principal Component 1,Principal Component 2,Cluster,Cluster_Label
0.28695209503063124,-0.6528174855037061,0,Loyal Established Customers
0.085294848112376,0.12436894305597015,1,Newer / Developing Customers
-0.689748741632406,0.006647798186961144,1,Newer / Developing Customers
0.4861351559381727,2.130484093248502,2,Senior High-Risk Customers
-0.977333371869942,-0.6814747799968099,1,Newer / Developing Customers
0.3013458097626501,-0.22451402323074648,0,Loyal Established Customers
1.1184340874854062,-0.8099588827504224,0,Loyal Established Customers
-0.2529762075780369,0.3155015804959517,1,Newer / Developing Customers
-0.8564448969399165,-0.6772676956714296,1,Newer / Developing Customers
-1.1823339630078045,-0.3879697817456261,1,Newer / Developing Customers
-1.2939023679611532,0.15642876559478205,1,Newer / Developing Customers
-0.3275667289325022,-0.6152002998036915,0,Loyal Established Customers
-0.05852547736140975,0.30677283153402257,1,Newer / Developing Customers
2.6666435734218195,0.6622721306947639,2,Senior High-Risk Customers
-0.4751806248791719,-1.3789255562203282,0,Loyal Established Customers
0.028654853452558353,-1.3263764490499468,0,Loyal Established Customers
0.24926401548504423,-0.09574910431543682,0,Loyal Established Customers
1.3949301013535877,2.179881556817396,2,Senior High-Risk Customers
0.9877715114986799,-1.3437977887528705,0,Loyal Established Customers
-0.543860715072137,0.12638621775072548,1,Newer / Developing Customers
-0.12527523031151264,0.03581588672393098,1,Newer / Developing Customers
-1.3095136171805648,-0.2012155748441587,1,Newer / Developing Customers
-1.437402970447995,-0.13362217364950035,1,Newer / Developing Customers
-1.9090635983830686,0.5760750074747623,1,Newer / Developing Customers
-0.2671515837537732,0.17979937187934458,1,Newer / Developing Customers
0.555654222934849,-1.216771361466535,0,Loyal Established Customers
-0.2620071566425371,-0.5923150963004813,0,Loyal Established Customers
0.4576848088904335,-0.34697891154029775,0,Loyal Established Customers
-0.7678592653876186,-0.6082530932052503,1,Newer / Developing Customers
-0.21921099758961252,0.3577113521003758,1,Newer / Developing Customers
0.1468448056167033,-0.7886695251022177,0,Loyal Established Customers
-1.7287909440522933,0.30297859509129715,1,Newer / Developing Customers
1.9036883848280985,1.3183952304744433,2,Senior High-Risk Customers
-1.1206588678169855,-0.47707753631220057,1,Newer / Developing Customers
1.0872730916374973,1.0850657647871473,2,Senior High-Risk Customers
1.236483212973995,-1.354186606452809,0,Loyal Established Customers
1.33721450086948,-1.1011513468342764,0,Loyal Established Customers
-0.9113924132982105,-0.0599313658952678,1,Newer / Developing Customers
0.6130622440979625,-1.5457831683627845,0,Loyal Established Customers
0.2727988598460172,-0.5340494961448468,0,Loyal Established Customers
0.2309709470246325,-1.090090698031415,0,Loyal Established Customers
-1.8361120431520948,0.25704232717394093,1,Newer / Developing Customers
-0.5737550910731708,0.41475807967410633,1,Newer / Developing Customers
-0.6946415076708256,-0.2616507715934941,1,Newer / Developing Customers
-1.9809704314229197,0.6328071099023157,1,Newer / Developing Customers
-0.42405083428092033,0.444939499216183,1,Newer / Developing Customers
-0.7146068127542867,0.6251239558870988,1,Newer / Developing Customers
-0.6736508847154294,-1.306110363663915,0,Loyal Established Customers
-0.2056050568033969,0.38709718195819015,1,Newer / Developing Customers
1.262998033831162,-1.3520665289129608,0,Loyal Established Customers
0.50684962277646,-0.16230665588329118,0,Loyal Established Customers
0.4062806974602681,-0.09474478410015102,0,Loyal Established Customers
-0.2671529559753535,0.627933883174158,1,Newer / Developing Customers
-1.8702449734398314,0.5409666346828602,1,Newer / Developing Customers
0.855834679655568,-0.9398941945903825,0,Loyal Established Customers
0.24345565678435171,-0.49800462799342887,0,Loyal Established Customers
-1.8172687237742626,0.24811568893349933,1,Newer / Developing Customers
-0.664990751287949,-0.2038261960167297,1,Newer / Developing Customers
1.677409351793902,1.489574760216969,2,Senior High-Risk Customers
2.3137448569700223,0.9274566118741617,2,Senior High-Risk Customers
-1.1687665871775805,-0.42969896533760205,1,Newer / Developing Customers
-0.03285179866351352,0.5467380598116506,1,Newer / Developing Customers
-0.3981282389533684,0.5407607121231566,1,Newer / Developing Customers
-0.8460524046443303,-0.8511688946677857,1,Newer / Developing Customers
-1.8991224239181363,0.33793462162433063,1,Newer / Developing Customers
-0.5737215326454788,0.056752281889336245,1,Newer / Developing Customers
0.3325242212460129,0.0023722475046304495,0,Loyal Established Customers
0.33684230945545385,-1.2397748665401311,0,Loyal Established Customers
-1.0247855072572403,-0.8183797049510313,1,Newer / Developing Customers
-1.294109660707063,-0.4281481308441531,1,Newer / Developing Customers
0.3062497125934358,-0.5187654656478357,0,Loyal Established Customers
-0.4626111834903026,0.3956296278194142,1,Newer / Developing Customers
1.7147212053895822,2.0409365185570896,2,Senior High-Risk Customers
0.5581456567075876,-0.3372564967614108,0,Loyal Established Customers
0.5165768112610094,-1.062443335442652,0,Loyal Established Customers
1.2392471451574352,-0.9035606638502591,0,Loyal Established Customers
0.7824236018193057,2.5199681603276485,2,Senior High-Risk Customers
1.148248693652544,-0.8267445700464436,0,Loyal Established Customers
0.7133389531642708,-1.3858005832778713,0,Loyal Established Customers
-0.5996455001946112,0.4090655802771761,1,Newer / Developing Customers
-0.7711808038323477,0.41453854096134857,1,Newer / Developing Customers
0.7303945530575596,2.4286599212570357,2,Senior High-Risk Customers
0.7432326430545144,-1.4501051895538455,0,Loyal Established Customers
-0.30569688643602877,-1.3492897120170886,0,Loyal Established Customers
-0.4667225417581435,0.5429110200543458,1,Newer / Developing Customers
-1.1387031429542223,0.2879467284973389,1,Newer / Developing Customers
0.36537921415709745,-0.7658979091606075,0,Loyal Established Customers
1.3626633567310522,-1.2741135351941524,0,Loyal Established Customers
0.6940875470076701,-1.4334329799763312,0,Loyal Established Customers
0.3262112362283999,-1.3131395257436134,0,Loyal Established Customers
-1.9499577809144109,0.6368494205385092,1,Newer / Developing Customers
-0.9452987893104043,-0.7397155331079664,1,Newer / Developing Customers
-1.2632929271195112,-0.5121628594515377,1,Newer / Developing Customers
-1.3952108422176193,0.2642253385725227,1,Newer / Developing Customers
-0.3583171684550986,0.48190601687879,1,Newer / Developing Customers
-0.25676748380739217,-0.3278208375090939,1,Newer / Developing Customers
2.7819719201700175,0.3441469316189045,2,Senior High-Risk Customers
-0.599203946934743,0.5877202680339826,1,Newer / Developing Customers
-0.6746568060394028,0.002313721491006414,1,Newer / Developing Customers
-0.4876635227533843,0.5534539570451434,1,Newer / Developing Customers
-0.5016733417070348,-1.3569958922386878,0,Loyal Established Customers
-0.3409271836430133,0.3316061332048734,1,Newer / Developing Customers
-1.1146418903977504,-0.6927397354696804,1,Newer / Developing Customers
-0.7391782707992831,-1.2388668536570822,0,Loyal Established Customers
-0.4509987391573143,-1.4496338400174895,0,Loyal Established Customers
-0.5631067171940509,2.5571065401301802,2,Senior High-Risk Customers
0.15357342145456485,0.5434274053121811,1,Newer / Developing Customers
0.9486702169843295,2.517368683952436,2,Senior High-Risk Customers
-0.2605540341526513,-0.4920964607168869,0,Loyal Established Customers
-0.6588736993694903,2.564824809084896,2,Senior High-Risk Customers
2.3572422619712956,0.49865051515378567,2,Senior High-Risk Customers
1.4502281749325214,-1.1334615347163897,0,Loyal Established Customers
0.8645258189424031,-1.2939372694470859,0,Loyal Established Customers
2.4717405586195444,0.8807549320127164,2,Senior High-Risk Customers
1.061382682516057,1.0793732653902168,2,Senior High-Risk Customers
1.8805205746556481,1.6546287988379167,2,Senior High-Risk Customers
0.2283845075711124,-1.2235631814181047,0,Loyal Established Customers
2.315669705326563,0.9437259382722704,2,Senior High-Risk Customers
0.9254385380910355,-1.3732132651471192,0,Loyal Established Customers
0.5633524129752718,2.499489976572169,2,Senior High-Risk Customers
1.7394709718599692,-1.2978117099820015,0,Loyal Established Customers
0.7875463417425934,-1.244537155943863,0,Loyal Established Customers
-1.9565532721831618,0.6365434861925207,1,Newer / Developing Customers
-1.935772359523685,0.6082101446896934,1,Newer / Developing Customers
-1.9403641993569942,0.6265806013245524,1,Newer / Developing Customers
2.250124462259143,0.478184803663633,2,Senior High-Risk Customers
-0.6503291812043269,0.39205177331130203,1,Newer / Developing Customers
-0.21096278378422598,0.2731481007816801,1,Newer / Developing Customers
-1.5247459461674588,0.05991377126800447,1,Newer / Developing Customers
-0.5341223897952214,-1.33630047400618,0,Loyal Established Customers
-1.8581629063056049,0.3088901019972466,1,Newer / Developing Customers
-0.7960402024427634,0.456214732561744,1,Newer / Developing Customers
-1.0635569389841226,0.5965711855146069,1,Newer / Developing Customers
-0.15900983839126662,0.4907147300744827,1,Newer / Developing Customers
-1.7039976721640175,0.314299902660241,1,Newer / Developing Customers
0.14503876092982007,-0.9869289152430153,0,Loyal Established Customers
-1.9124744415463963,0.5935255876304227,1,Newer / Developing Customers
0.7667731353215317,-0.6584175484015461,0,Loyal Established Customers
-0.7387556198514097,-0.44042817480403057,1,Newer / Developing Customers
0.6879308645556262,-0.35881520397588645,0,Loyal Established Customers
0.38595110263144516,-0.0021722557432483566,0,Loyal Established Customers
-1.1999064337049514,-0.5854702226231886,1,Newer / Developing Customers
-0.015638366949177467,-0.6022713842845797,0,Loyal Established Customers
-0.8794938982875499,-0.8067271539828131,1,Newer / Developing Customers
3.0208215309035054,0.5243795807894441,2,Senior High-Risk Customers
-1.4492773856186725,-0.24547012458925993,1,Newer / Developing Customers
0.16248334949731466,-0.7170901653674392,0,Loyal Established Customers
-0.64587526871566,0.6103611101398796,1,Newer / Developing Customers
-0.1038829314856179,0.08951213658720858,1,Newer / Developing Customers
0.05345153828456281,-1.0028940803271262,0,Loyal Established Customers
0.5787132694974715,-1.2516533876205744,0,Loyal Established Customers
-0.46627025717249576,0.3331569676983223,1,Newer / Developing Customers
0.6251385864347092,-0.9603301497010076,0,Loyal Established Customers
-0.26055746470660235,0.6282398175201466,1,Newer / Developing Customers
-0.115087645536314,-0.6904298512366785,0,Loyal Established Customers
-0.5209864933711505,0.46583161755011876,1,Newer / Developing Customers
-0.6664485294115883,0.29476996801733374,1,Newer / Developing Customers
-0.2561139581664661,0.16009743350430633,1,Newer / Developing Customers
-1.0248330908850247,-0.4566648168136283,1,Newer / Developing Customers
0.550059569570336,-0.9071046078729051,0,Loyal Established Customers
-1.5557880831719637,0.09440820192669633,1,Newer / Developing Customers
-1.6291173437865853,0.6617234821818329,1,Newer / Developing Customers
0.9907408014021396,-1.5399030566653373,0,Loyal Established Customers
1.472504441502985,-1.1357890115910028,0,Loyal Established Customers
0.49919058389602666,-1.3280456055888672,0,Loyal Established Customers
-0.7630607528008173,0.4522395822033583,1,Newer / Developing Customers
-1.336924951758065,0.6329521413922636,1,Newer / Developing Customers
-1.641654934185587,0.22929987815175887,1,Newer / Developing Customers
-1.729402725846303,0.21794787026752943,1,Newer / Developing Customers
-0.4492534732229524,0.3450922174004762,1,Newer / Developing Customers
0.4415305747669452,-0.6630548851492378,0,Loyal Established Customers
-0.4035045090285534,0.11809424197858281,1,Newer / Developing Customers
0.9320655294551079,-1.0587113616436807,0,Loyal Established Customers
0.08232624431970645,0.09640695532103023,1,Newer / Developing Customers
1.0464850230244545,-0.6790140093674889,0,Loyal Established Customers
-1.0322654164701923,0.4364138369201407,1,Newer / Developing Customers
-0.2278749124655903,-0.6521721481619936,0,Loyal Established Customers
-0.35703535032486305,-1.3531601616811948,0,Loyal Established Customers
0.898927383698978,-1.5206611270921382,0,Loyal Established Customers
0.7888765886311261,-0.6428594001276943,0,Loyal Established Customers
-1.9520986735837047,0.6307855673736915,1,Newer / Developing Customers
-0.8757641290994868,-0.31784980877597246,1,Newer / Developing Customers
0.6961787977168091,-0.3934524717318902,0,Loyal Established Customers
-0.5872952872255827,0.1174951655415652,1,Newer / Developing Customers
0.3772543154385657,-0.8781172138682545,0,Loyal Established Customers
-1.180482992344865,0.14844525517688828,1,Newer / Developing Customers
-0.8055277201004678,0.03646655476133846,1,Newer / Developing Customers
2.275806533306245,1.0518690423333432,2,Senior High-Risk Customers
-0.7591351835335391,-0.018373115784406542,1,Newer / Developing Customers
-1.2062995237727043,-0.37739295474444773,1,Newer / Developing Customers
-1.0691592985870506,0.34845167306874675,1,Newer / Developing Customers
-0.4015712683228079,0.46808257876877374,1,Newer / Developing Customers
-1.7716284125043704,0.17810615583027647,1,Newer / Developing Customers
-0.38100091108976314,-1.3425833346800167,0,Loyal Established Customers
-0.010366507907920878,-0.24764841198314907,1,Newer / Developing Customers
-1.2285657898612241,0.4855275150592974,1,Newer / Developing Customers
0.3058067871119872,-0.24928564210982868,0,Loyal Established Customers
-0.06907460743880905,-0.6574526522186845,0,Loyal Established Customers
-1.3543115060161992,-0.3370842531708532,1,Newer / Developing Customers
0.5783071963180278,-0.9554797121071402,0,Loyal Established Customers
0.19956803959809716,-1.025470260987394,0,Loyal Established Customers
0.12240751898514865,-0.6941433889155535,0,Loyal Established Customers
-1.0583033849134504,-0.5977535904811772,1,Newer / Developing Customers
0.2602332886750252,-0.45634086382335187,0,Loyal Established Customers
0.9291592548188866,2.522187592134785,2,Senior High-Risk Customers
-0.7658928014704252,0.6357323122997952,1,Newer / Developing Customers
-0.4492863455398542,0.4790307595378395,1,Newer / Developing Customers
-0.4603330495871568,0.3890809431682021,1,Newer / Developing Customers
1.7042700504026569,-1.5393510083651307,0,Loyal Established Customers
1.5319231710020111,0.5341677967140052,2,Senior High-Risk Customers
-0.5556981412611718,-1.463803809210838,0,Loyal Established Customers
1.1292661194415352,-1.1579381044423078,0,Loyal Established Customers
-1.4435884085521988,-0.26946938939613263,1,Newer / Developing Customers
1.6885986342051438,-1.4769918259625456,0,Loyal Established Customers
1.9596509897397412,1.4469510540340884,2,Senior High-Risk Customers
-1.6936270032535314,0.06642297857970375,1,Newer / Developing Customers
2.8782483288218415,0.6528660936189588,2,Senior High-Risk Customers
1.5684405366857646,1.9576284891988576,2,Senior High-Risk Customers
0.48288543423314034,-0.5998643401769261,0,Loyal Established Customers
2.3380213891550223,1.0392073268228745,2,Senior High-Risk Customers
-1.0110238268758627,0.5320454534533722,1,Newer / Developing Customers
2.7274996304826717,0.8350592683874575,2,Senior High-Risk Customers
0.27545173417610047,-0.08487873822250669,0,Loyal Established Customers
-0.12103598991401912,-0.1838038145090141,1,Newer / Developing Customers
-0.9429843972694512,-0.9756045607390201,1,Newer / Developing Customers
-1.0888268985343066,-0.7848561014979674,1,Newer / Developing Customers
0.779510786429055,-1.0747775770159795,0,Loyal Established Customers
-0.8990411633238458,0.45236657457393276,1,Newer / Developing Customers
-0.38603777946993656,0.6424031898296253,1,Newer / Developing Customers
-1.3358811963219357,0.644644802729095,1,Newer / Developing Customers
-0.730479425274033,-1.0351236624742959,0,Loyal Established Customers
-0.682162040350564,-1.073694006621932,0,Loyal Established Customers
-0.8189099805858571,-0.5232000767051878,1,Newer / Developing Customers
-1.4162495430367663,-0.10012339288099154,1,Newer / Developing Customers
-0.29698531359589586,0.25127478889611315,1,Newer / Developing Customers
-0.4764505753732057,-1.3554111228998498,0,Loyal Established Customers
-1.5007803854025585,0.04933694426682617,1,Newer / Developing Customers
2.1011050191272798,1.2089630144425256,2,Senior High-Risk Customers
0.4460627559799578,1.0330945914633543,2,Senior High-Risk Customers
1.188479087435955,2.5018333742899146,2,Senior High-Risk Customers
-0.28417009081944317,-0.41193697738021406,1,Newer / Developing Customers
2.2230372494934345,1.2248627601047373,2,Senior High-Risk Customers
-0.6687195984540638,0.0582376969608862,1,Newer / Developing Customers
-0.2470396861034881,0.5954928116132383,1,Newer / Developing Customers
0.8764478177408656,-1.543804206644729,0,Loyal Established Customers
1.0910700926643324,0.9108586314448028,2,Senior High-Risk Customers
0.8075095884936841,-1.4591101164822355,0,Loyal Established Customers
-0.41261728625932026,0.15406550675172961,1,Newer / Developing Customers
-0.8780491681468693,-1.0402275287913016,0,Loyal Established Customers
0.9069565281042463,-0.6488238990252242,0,Loyal Established Customers
-1.9007272223945808,0.5536445919207891,1,Newer / Developing Customers
-1.61086279554912,0.5600155850534653,1,Newer / Developing Customers
1.1118728110986873,2.388998354417067,2,Senior High-Risk Customers
0.3034901329858954,-1.3387864483029626,0,Loyal Established Customers
-1.2253462111065283,-0.302856279518637,1,Newer / Developing Customers
2.110829182524465,1.2550213410354838,2,Senior High-Risk Customers
-1.926659862937122,0.6221648634792386,1,Newer / Developing Customers
-0.14330289738028348,-0.12175056645241764,1,Newer / Developing Customers
0.5952499352311552,-1.4894878391250175,0,Loyal Established Customers
-0.3063641783290938,-0.32546183122296285,1,Newer / Developing Customers
1.3872305390915844,-1.0882452699264944,0,Loyal Established Customers
-1.364907578343638,-0.1387276270390087,1,Newer / Developing Customers
1.3292118178728431,-1.0653303100437566,0,Loyal Established Customers
0.15084602805313585,-0.18646486383290203,0,Loyal Established Customers
1.7112702426292712,-1.3870842382377628,0,Loyal Established Customers
-1.647177883172258,0.6380955711428477,1,Newer / Developing Customers
0.45295544979513636,-1.2377219044430818,0,Loyal Established Customers
0.6383027618851959,-1.1507536174498807,0,Loyal Established Customers
0.9840073827887464,-1.3035291975478893,0,Loyal Established Customers
1.4706346215310644,1.7248750654000906,2,Senior High-Risk Customers
-0.725954212192111,0.6253980736639395,1,Newer / Developing Customers
-1.2158636635671707,0.6192736005691793,1,Newer / Developing Customers
-0.9683806629749393,-0.7352364492819865,1,Newer / Developing Customers
1.6266605971845767,-1.2400309656726842,0,Loyal Established Customers
1.2208231694800062,-0.8793689424159048,0,Loyal Established Customers
0.857967866086447,-1.4916166074650543,0,Loyal Established Customers
1.8230910986122026,1.5051031521112932,2,Senior High-Risk Customers
0.8260830887556684,2.4616851785716376,2,Senior High-Risk Customers
-0.7152161405883342,-0.12910740242122645,1,Newer / Developing Customers
2.489336823173598,0.83466507600824,2,Senior High-Risk Customers
-0.9916739700515202,-0.2944322144458182,1,Newer / Developing Customers
-0.17937842747796523,-0.247540366915673,1,Newer / Developing Customers
-0.8157357831620097,-0.16696080565340105,1,Newer / Developing Customers
1.1422144329986792,2.4843347358376455,2,Senior High-Risk Customers
1.1043872795501128,-1.24206665601245,0,Loyal Established Customers
-1.2676012507581662,0.6155687536904927,1,Newer / Developing Customers
-1.9566905134170138,0.6491560240085505,1,Newer / Developing Customers
-0.5996646238695957,0.46375530999792336,1,Newer / Developing Customers
-0.8803250399648764,0.29171098968409803,1,Newer / Developing Customers
1.916390511122152,1.4521413159843248,2,Senior High-Risk Customers
-0.7644195515887423,0.6376884354065205,1,Newer / Developing Customers
-0.7484337781502235,0.6022549941113488,1,Newer / Developing Customers
-0.32460086958299367,0.3090307105208752,1,Newer / Developing Customers
0.46998223422662366,-0.3651936618117954,0,Loyal Established Customers
-0.0621034089881265,-0.47542051450924233,0,Loyal Established Customers
2.9791842883265556,0.4832373983698818,2,Senior High-Risk Customers
-0.09477084036564136,0.27760812746146857,1,Newer / Developing Customers
0.08065909111639202,0.3591265034230621,1,Newer / Developing Customers
0.6040865271708499,2.420925158996392,2,Senior High-Risk Customers
0.8047563429029782,-1.2732103218030595,0,Loyal Established Customers
-0.3547343893198049,-1.3293059040043473,0,Loyal Established Customers
2.2985243531365764,1.2281962532155364,2,Senior High-Risk Customers
-0.869810999556472,-0.9604492956445739,0,Loyal Established Customers
-1.3358811963219357,0.644644802729095,1,Newer / Developing Customers
-0.5271276864549287,0.6085043413004422,1,Newer / Developing Customers
1.7261893649614057,-1.3735326897852524,0,Loyal Established Customers
-0.3884269026580962,0.5564160963880553,1,Newer / Developing Customers
-0.418553807733869,-0.12592572436555693,1,Newer / Developing Customers
-0.47430876068196315,-0.598406031550575,1,Newer / Developing Customers
-1.1392868289928537,-0.2542891156576433,1,Newer / Developing Customers
-0.7979157680567874,0.33453013114832075,1,Newer / Developing Customers
-0.7211554065060438,0.4871703890511138,1,Newer / Developing Customers
-0.4469726396096912,0.4672089875541926,1,Newer / Developing Customers
-0.3405517571052857,0.5632583201310193,1,Newer / Developing Customers
-0.2747888168593283,0.52053348664886,1,Newer / Developing Customers
0.3414223263856063,-0.4715280553300389,0,Loyal Established Customers
1.45631724607899,2.145321706736805,2,Senior High-Risk Customers
-1.940622695604398,0.5187318654514639,1,Newer / Developing Customers
-1.18016362857556,0.604491807518862,1,Newer / Developing Customers
-1.916398638592094,0.6160037743233742,1,Newer / Developing Customers
0.04921092566548896,-0.33513986779936755,0,Loyal Established Customers
-1.061288164185176,0.5302967296814108,1,Newer / Developing Customers
0.7518714244928819,0.6422992069611068,2,Senior High-Risk Customers
-1.954412379513868,0.6426073393573384,1,Newer / Developing Customers
-0.44313309364176146,0.5247492617744286,1,Newer / Developing Customers
-0.7400023923489848,0.6414248116967255,1,Newer / Developing Customers
-1.7529883925141876,0.14370896116263135,1,Newer / Developing Customers
0.17801615223939563,-0.31870229865918104,0,Loyal Established Customers
-0.7525407838421648,0.38014134629370333,1,Newer / Developing Customers
-1.7161120404877437,0.4033206048154565,1,Newer / Developing Customers
1.8457975457390101,1.2689718813591677,2,Senior High-Risk Customers
-1.3978062451477467,0.07402821746151231,1,Newer / Developing Customers
0.20761402798298947,-0.10121525707450474,0,Loyal Established Customers
-0.40372220620709126,0.6263602100693791,1,Newer / Developing Customers
1.0234668507379476,2.486191504677083,2,Senior High-Risk Customers
-0.5591274303117868,0.34070623593469,1,Newer / Developing Customers
1.3722267656816824,-1.021778357465817,0,Loyal Established Customers
0.18898405320779615,-0.23115954687228268,0,Loyal Established Customers
-0.7868152310482176,-1.0014443526578702,0,Loyal Established Customers
-1.715802362715789,0.09520726155854484,1,Newer / Developing Customers
0.3624934354174413,2.312176803602298,2,Senior High-Risk Customers
0.2975578871958105,0.059344864856273764,1,Newer / Developing Customers
-1.9350818896341617,0.6427208170758453,1,Newer / Developing Customers
-0.6852941430329489,0.0008898793681319656,1,Newer / Developing Customers
0.7734423731833007,2.338273331697612,2,Senior High-Risk Customers
0.4549308771889373,0.06298813878628495,0,Loyal Established Customers
1.46870812658694,-1.1856491338960646,0,Loyal Established Customers
-1.3469638680238472,0.5569669402342297,1,Newer / Developing Customers
1.6567710174983645,-1.5386083008293556,0,Loyal Established Customers
1.2308153180080845,0.6463957922218405,2,Senior High-Risk Customers
0.9131027598747142,-1.384958918475531,0,Loyal Established Customers
-0.5521471534011086,0.6323901283888078,1,Newer / Developing Customers
1.2601048472964886,-1.282219651222683,0,Loyal Established Customers
0.9357736821880517,-1.0709840751033415,0,Loyal Established Customers
-0.29556972951880517,0.5488668281516876,1,Newer / Developing Customers
0.16201018115873717,-1.2628679393020505,0,Loyal Established Customers
1.13852020983785,-1.5259909635213695,0,Loyal Established Customers
0.32406133534945286,-0.35099353923819643,0,Loyal Established Customers
-0.08344457304696713,-0.30441193397912786,1,Newer / Developing Customers
0.2689085845776198,-0.9904358728431898,0,Loyal Established Customers
-1.3405736897420701,0.17906960770067923,1,Newer / Developing Customers
-1.0502377936727636,0.4749187616458781,1,Newer / Developing Customers
